,symbol,baseMean,HD.mean,Control.mean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000207955.1,MIR219-2,23.1679347,4.759412977,30.68161704,-1.780394696,0.353881984,-5.031040783,4.88E-07,3.12E-05
ENSG00000171206.8,TRIM8,3572.159588,4249.803098,3295.5704,0.451448681,0.089773743,5.028738539,4.94E-07,3.15E-05
ENSG00000163449.6,TMEM169,259.7840844,209.0088721,280.5086608,-0.569068685,0.113255444,-5.024647528,5.04E-07,3.21E-05
ENSG00000165449.7,SLC16A9,679.5388937,980.2375787,556.8047366,1.238115426,0.246469372,5.023404804,5.08E-07,3.23E-05
ENSG00000235478.1,AC006946.15,63.20995105,46.74057553,69.93214513,-0.875226467,0.174260221,-5.022525866,5.10E-07,3.23E-05
ENSG00000137103.12,TMEM8B,1347.001648,1120.181546,1439.581281,-0.468390272,0.093357158,-5.017186501,5.24E-07,3.31E-05
ENSG00000198464.9,ZNF480,202.9459789,258.1875646,180.3983929,0.614842847,0.122537998,5.017568907,5.23E-07,3.31E-05
ENSG00000155508.9,CNOT8,1712.513998,2086.344917,1559.92995,0.42005199,0.083733652,5.016525359,5.26E-07,3.31E-05
ENSG00000136167.9,LCP1,353.4649632,546.6883858,274.5982602,1.356111994,0.270518697,5.013006528,5.36E-07,3.37E-05
ENSG00000170647.2,TMEM133,128.0057435,178.7302617,107.3018586,0.86097339,0.171769738,5.012369451,5.38E-07,3.37E-05
ENSG00000065135.7,GNAI3,1014.928915,1193.079342,942.2144547,0.513967877,0.102648846,5.007049744,5.53E-07,3.46E-05
ENSG00000173530.5,TNFRSF10D,115.3646063,194.2016785,83.18620947,1.388701818,0.277381603,5.006466909,5.54E-07,3.46E-05
ENSG00000141646.9,SMAD4,1593.75145,1931.310376,1455.972296,0.516368882,0.103183661,5.004366736,5.60E-07,3.49E-05
ENSG00000007237.13,GAS7,15300.16871,11322.2493,16923.80928,-0.691247666,0.138160735,-5.003213578,5.64E-07,3.50E-05
ENSG00000231355.1,AP000302.58,21.99601626,41.38649987,14.08153315,1.486168462,0.297220557,5.000220966,5.73E-07,3.55E-05
ENSG00000104870.8,FCGRT,867.8393034,1215.159655,726.0758947,0.933491943,0.186838556,4.996248979,5.85E-07,3.62E-05
ENSG00000188647.8,PTAR1,1386.066721,1874.338278,1186.772209,0.82613166,0.165484941,4.992186339,5.97E-07,3.69E-05
ENSG00000270607.1,RP11-359E10.1,357.7026417,264.9381503,395.5656995,-0.835062931,0.167310698,-4.99109107,6.00E-07,3.70E-05
ENSG00000248144.1,ADH1C,1.724174118,4.164018468,0.72831928,2.101539768,0.421144607,4.990066914,6.04E-07,3.71E-05
ENSG00000167114.7,SLC27A4,1671.297658,1291.497092,1826.318298,-0.613327295,0.122993513,-4.986663781,6.14E-07,3.77E-05
ENSG00000175707.7,C1orf172,31.85097355,54.02935827,22.79857162,1.443808146,0.289699364,4.983815377,6.23E-07,3.81E-05
ENSG00000123268.4,ATF1,291.9158248,383.0725704,254.7089898,0.656606174,0.131833802,4.980560092,6.34E-07,3.86E-05
ENSG00000132825.5,PPP1R3D,322.9130809,390.0870546,295.4951325,0.5668367,0.113806136,4.98072179,6.33E-07,3.86E-05
ENSG00000151929.5,BAG3,1358.306199,1988.521513,1101.075459,1.195352932,0.240049811,4.97960373,6.37E-07,3.87E-05
ENSG00000125124.7,BBS2,3515.01157,4024.801014,3306.934246,0.477969955,0.0960018,4.978760365,6.40E-07,3.88E-05
ENSG00000166478.5,ZNF143,404.8883865,480.0645964,374.2042191,0.398639234,0.080085276,4.977684456,6.43E-07,3.90E-05
ENSG00000090104.7,RGS1,803.2031454,1666.103054,450.9991011,1.902135306,0.382323975,4.975192329,6.52E-07,3.93E-05
ENSG00000183250.7,C21orf67,92.88022759,65.82993575,103.921163,-0.981187239,0.197207266,-4.975411185,6.51E-07,3.93E-05
ENSG00000105854.8,PON2,5396.89679,6977.088617,4751.920534,0.788295098,0.158560997,4.971557382,6.64E-07,3.99E-05
ENSG00000115762.12,PLEKHB2,6626.653578,5467.608414,7099.733236,-0.484710505,0.09753459,-4.969626722,6.71E-07,4.01E-05
ENSG00000174718.7,KIAA1551,649.4351375,829.5581913,575.9155238,0.572792459,0.115262151,4.96947571,6.71E-07,4.01E-05
ENSG00000189238.4,LINC00943,63.24476097,41.7346565,72.02439544,-1.320569706,0.265750668,-4.969205601,6.72E-07,4.01E-05
ENSG00000197249.8,SERPINA1,225.6084169,355.4254925,172.6218554,1.704997662,0.343072701,4.969785283,6.70E-07,4.01E-05
ENSG00000151632.12,AKR1C2,236.0002864,398.01898,169.8702074,1.078434545,0.217059536,4.968381327,6.75E-07,4.02E-05
ENSG00000114978.12,MOB1A,459.4501015,589.4770464,406.3778791,0.631520875,0.127142557,4.96702983,6.80E-07,4.03E-05
ENSG00000137094.10,DNAJB5,753.5375147,576.6680983,825.7291132,-0.688431231,0.138615175,-4.96649252,6.82E-07,4.03E-05
ENSG00000171791.10,BCL2,906.9559335,1151.917737,806.9715238,0.649259442,0.13072893,4.966455708,6.82E-07,4.03E-05
ENSG00000163629.8,PTPN13,1406.081776,1862.806408,1219.663559,0.792176894,0.159642549,4.962191452,6.97E-07,4.10E-05
ENSG00000270393.1,AC000095.9,183.8985511,100.1613104,218.0770167,-1.105264223,0.222725891,-4.96244157,6.96E-07,4.10E-05
ENSG00000059377.11,TBXAS1,165.7455269,248.5608289,131.9433629,1.18789735,0.239753094,4.95466953,7.25E-07,4.23E-05
ENSG00000091317.7,CMTM6,576.8120861,785.0823316,491.8038227,0.738858694,0.149101063,4.955422042,7.22E-07,4.23E-05
ENSG00000146648.11,EGFR,1327.281413,1889.699116,1097.723166,0.978814588,0.197559514,4.954530239,7.25E-07,4.23E-05
ENSG00000172731.9,LRRC20,1454.779818,1132.749892,1586.220604,-0.639284949,0.129017285,-4.955033356,7.23E-07,4.23E-05
ENSG00000119383.15,PPP2R4,6318.099575,5184.146646,6780.937505,-0.457818392,0.092412626,-4.954067544,7.27E-07,4.24E-05
ENSG00000225994.1,NA,22.58386848,39.5534498,15.65750876,1.269672473,0.256381205,4.95228375,7.33E-07,4.27E-05
ENSG00000116584.11,ARHGEF2,3944.333076,2999.374631,4330.030401,-0.59564106,0.120353643,-4.949090389,7.46E-07,4.33E-05
ENSG00000101040.15,ZMYND8,2731.358783,3228.119686,2528.599231,0.452044918,0.091368376,4.947498676,7.52E-07,4.35E-05
ENSG00000163131.5,CTSS,280.2149743,447.1682524,212.0707791,1.207393328,0.244131168,4.945674657,7.59E-07,4.37E-05
ENSG00000185432.10,METTL7A,4765.111631,6308.112498,4135.315358,0.882867932,0.178506277,4.945864897,7.58E-07,4.37E-05
ENSG00000227203.2,SUB1P1,11.92444398,17.74557205,9.548473342,1.085783586,0.219524885,4.946061515,7.57E-07,4.37E-05
ENSG00000171940.9,ZNF217,187.3902989,247.8753478,162.7025239,0.953276679,0.192768303,4.945194112,7.61E-07,4.37E-05
ENSG00000187848.8,P2RX2,14.69750627,5.353093133,18.51155245,-1.870269371,0.378573721,-4.940304268,7.80E-07,4.47E-05
ENSG00000166928.6,MS4A14,58.28397722,81.04449792,48.99396877,1.22397097,0.247848179,4.938390003,7.88E-07,4.51E-05
ENSG00000158373.7,HIST1H2BD,137.8571392,231.5268926,99.62458678,1.079490859,0.218692337,4.936116515,7.97E-07,4.54E-05
ENSG00000163793.8,DNAJC5G,112.3803497,56.35379746,135.2483302,-1.331095046,0.269686457,-4.935713345,7.99E-07,4.54E-05
ENSG00000167208.10,SNX20,26.0029101,39.31072222,20.57115006,1.634723757,0.33121417,4.935548976,7.99E-07,4.54E-05
ENSG00000149599.11,DUSP15,162.4790239,113.2261422,182.582241,-0.722180559,0.146374809,-4.933776264,8.07E-07,4.58E-05
ENSG00000138594.8,TMOD3,641.8863004,835.8196459,562.7298329,0.648202718,0.13140949,4.932693349,8.11E-07,4.59E-05
ENSG00000164291.12,ARSK,265.9961576,319.5824298,244.1242097,0.533633206,0.108203428,4.931758787,8.15E-07,4.61E-05
ENSG00000178075.15,GRAMD1C,844.1282817,1176.410426,708.5029168,1.012793296,0.205382858,4.931245508,8.17E-07,4.61E-05
ENSG00000183814.11,LIN9,136.1522024,185.7239194,115.9188485,0.649565171,0.131858548,4.926227253,8.38E-07,4.72E-05
ENSG00000176714.9,CCDC121,157.1261154,196.8280953,140.9212257,0.669913846,0.136012147,4.925397181,8.42E-07,4.73E-05
ENSG00000214814.2,FER1L6,13.96255635,34.14405069,5.725211725,1.998885193,0.405855105,4.925120245,8.43E-07,4.73E-05
ENSG00000102359.5,SRPX2,24.96837107,49.1162011,15.11211392,1.604513707,0.325903577,4.92327738,8.51E-07,4.76E-05
ENSG00000126259.14,KIRREL2,52.64692846,32.71391232,60.78285341,-0.99109549,0.201332584,-4.922678044,8.54E-07,4.77E-05
ENSG00000264920.1,RP11-6N17.4,120.7185399,94.98049747,131.2238634,-0.731798718,0.148680609,-4.921951307,8.57E-07,4.78E-05
ENSG00000184616.7,AC004166.6,59.39752235,43.7154376,65.79837327,-0.840179236,0.170729398,-4.921116376,8.61E-07,4.78E-05
ENSG00000268802.1,CTD-2587H19.1,13.70619193,21.46285481,10.54020708,1.481056588,0.300956486,4.921165204,8.60E-07,4.78E-05
ENSG00000188760.6,TMEM198,516.2070307,406.2862206,561.0726675,-0.552288966,0.112309069,-4.917581179,8.76E-07,4.84E-05
ENSG00000254607.2,RP11-115C10.1,2.815830771,7.088341433,1.071948869,2.122631082,0.431638603,4.917611787,8.76E-07,4.84E-05
ENSG00000114698.10,PLSCR4,1218.700688,1666.321798,1035.998194,1.026735011,0.208983455,4.912996641,8.97E-07,4.95E-05
ENSG00000163738.13,MTHFD2L,416.6636565,541.4259157,365.7402853,0.552266918,0.112438194,4.911737716,9.03E-07,4.97E-05
ENSG00000251442.1,RP11-792D21.2,161.0854233,228.3232678,133.6414051,1.341088587,0.273144817,4.909807919,9.12E-07,5.01E-05
ENSG00000261604.1,CTD-2636A23.2,163.3257331,111.5783235,184.4471247,-0.874204666,0.178162641,-4.906778789,9.26E-07,5.08E-05
ENSG00000165097.9,KDM1B,770.9467617,945.1475567,699.8443964,0.512405877,0.104458717,4.905343373,9.33E-07,5.11E-05
ENSG00000142227.6,EMP3,229.0660826,358.1976612,176.3593158,1.10002902,0.224302136,4.904228906,9.38E-07,5.13E-05
ENSG00000115361.3,ACADL,77.50214441,136.0085169,53.6219924,1.277321555,0.260481218,4.90369926,9.40E-07,5.13E-05
ENSG00000088836.7,SLC4A11,134.835337,188.8479971,112.7893532,0.979156059,0.199815185,4.900308552,9.57E-07,5.20E-05
ENSG00000134762.12,DSC3,11.69364184,36.13001925,1.719610251,2.424422258,0.494769487,4.900104638,9.58E-07,5.20E-05
ENSG00000116096.5,SPR,365.6769737,501.7352973,310.1429641,0.816568406,0.166657783,4.899671595,9.60E-07,5.21E-05
ENSG00000100983.5,GSS,1031.758213,854.3608711,1104.165291,-0.465674587,0.095063039,-4.898587213,9.65E-07,5.22E-05
ENSG00000112378.10,PERP,351.1448007,581.6009417,257.0810697,1.060135213,0.21645044,4.897819628,9.69E-07,5.23E-05
ENSG00000162367.7,TAL1,190.0964051,259.9789547,161.5729154,0.871155282,0.177893588,4.89705837,9.73E-07,5.24E-05
ENSG00000134569.5,LRP4,4156.444051,5350.845533,3668.933242,0.93470982,0.190922864,4.895745867,9.79E-07,5.27E-05
ENSG00000139921.8,TMX1,579.036081,785.073038,494.9393638,0.773651085,0.158059444,4.894684329,9.85E-07,5.29E-05
ENSG00000198890.6,PRMT6,395.5427546,345.0205149,416.164077,-0.446603446,0.09124817,-4.894382508,9.86E-07,5.29E-05
ENSG00000214866.3,DCDC2C,1.79581408,5.501854134,0.283144671,2.409270055,0.492355718,4.893352438,9.91E-07,5.30E-05
ENSG00000133661.10,SFTPD,81.60134979,58.54444083,91.01233304,-0.752714426,0.153951256,-4.889303581,1.01E-06,5.40E-05
ENSG00000087116.9,ADAMTS2,198.7712974,291.9895741,160.7230212,0.975228905,0.199510146,4.888116855,1.02E-06,5.43E-05
ENSG00000000938.8,FGR,266.6560828,410.022711,208.1390917,1.02407039,0.209528794,4.887492396,1.02E-06,5.43E-05
ENSG00000143891.12,GALM,177.3763229,242.9861765,150.5967909,0.834529421,0.170814984,4.885575032,1.03E-06,5.48E-05
ENSG00000196154.7,S100A4,114.0081193,241.6525928,61.90833417,1.492747571,0.305812417,4.881252317,1.05E-06,5.59E-05
ENSG00000173039.14,RELA,1312.958654,1662.536414,1170.273854,0.632835273,0.129713735,4.878706745,1.07E-06,5.65E-05
ENSG00000145358.2,DDIT4L,259.1017279,387.5376066,206.6789202,1.221973632,0.250648782,4.875242649,1.09E-06,5.73E-05
ENSG00000159720.7,ATP6V0D1,4192.809098,3373.042051,4527.407893,-0.537742988,0.11029806,-4.875362162,1.09E-06,5.73E-05
ENSG00000235140.1,RP11-135D11.2,1.005637008,0.049569697,1.395868564,-2.393546314,0.491000045,-4.874839302,1.09E-06,5.73E-05
ENSG00000123405.9,NFE2,10.4309808,20.32467531,6.392738135,1.637286269,0.33634146,4.867928769,1.13E-06,5.91E-05
ENSG00000173818.12,ENDOV,812.7134578,717.0493934,851.7600147,-0.328205919,0.06741718,-4.868283121,1.13E-06,5.91E-05
ENSG00000117500.8,TMED5,1381.405377,1729.647711,1239.265649,0.618434604,0.127081864,4.866426911,1.14E-06,5.93E-05
ENSG00000151176.3,PLBD2,666.5816325,408.1133869,772.0788756,-0.909889097,0.186963838,-4.866658202,1.14E-06,5.93E-05
ENSG00000157551.12,KCNJ15,3.519546408,9.219270464,1.193128426,2.139091969,0.439612124,4.865862095,1.14E-06,5.94E-05
ENSG00000181350.7,FAM211A,339.7520402,243.9683026,378.8474433,-0.807841336,0.16606823,-4.864514642,1.15E-06,5.97E-05
ENSG00000122691.8,TWIST1,76.34571077,141.7145727,49.66454261,1.156311558,0.237764432,4.863265494,1.15E-06,5.99E-05
ENSG00000121892.10,PDS5A,2544.13352,2989.265157,2362.447138,0.381069814,0.0783977,4.860726931,1.17E-06,6.06E-05
ENSG00000197901.7,SLC22A6,92.24947947,212.1910874,43.29372115,1.800741145,0.370646201,4.858382852,1.18E-06,6.12E-05
ENSG00000146411.5,SLC2A12,539.5465822,680.6471602,481.9545095,0.566426097,0.116657528,4.855461164,1.20E-06,6.19E-05
ENSG00000175287.14,PHYHD1,719.620238,945.2382593,627.5312497,0.980750175,0.201981513,4.855643267,1.20E-06,6.19E-05
ENSG00000214578.4,HMGN2P15,36.12935002,55.16316351,28.36044656,0.990702202,0.204050809,4.855174095,1.20E-06,6.19E-05
ENSG00000128052.8,KDR,368.0685499,635.9819259,258.7161516,1.225175715,0.252363872,4.854798369,1.21E-06,6.19E-05
ENSG00000100852.8,ARHGAP5,5039.052319,6480.397602,4450.748122,0.654578947,0.134868317,4.853467176,1.21E-06,6.22E-05
ENSG00000115073.6,ACTR1B,4054.581477,3349.800959,4342.246994,-0.458057677,0.094413812,-4.851596024,1.22E-06,6.27E-05
ENSG00000253540.1,FAM86HP,72.46333602,46.89349652,82.9000052,-1.058546204,0.218215356,-4.850924435,1.23E-06,6.28E-05
ENSG00000111961.12,SASH1,3397.964559,4400.400681,2988.806958,0.759958415,0.156854203,4.84499872,1.27E-06,6.44E-05
ENSG00000125378.10,BMP4,139.3827984,244.4356375,96.50408856,1.277563549,0.263672736,4.845262234,1.26E-06,6.44E-05
ENSG00000164292.8,RHOBTB3,4052.308514,5176.883391,3593.298361,0.904611309,0.186766639,4.843537977,1.28E-06,6.48E-05
ENSG00000140968.6,IRF8,189.2907929,304.7664067,142.1578893,1.348108947,0.278358128,4.84307376,1.28E-06,6.48E-05
ENSG00000142583.13,SLC2A5,483.9323408,650.4378528,415.9709074,1.122527201,0.231807947,4.84248799,1.28E-06,6.49E-05
ENSG00000165092.8,ALDH1A1,1562.288582,1020.402387,1783.466621,-0.85850721,0.177485147,-4.837065103,1.32E-06,6.66E-05
ENSG00000100504.12,PYGL,341.3336411,493.4206756,279.2573004,1.035648591,0.21429453,4.832827946,1.35E-06,6.79E-05
ENSG00000110203.4,FOLR3,1.896437771,4.609623707,0.78901494,2.136443995,0.442274662,4.830581944,1.36E-06,6.85E-05
ENSG00000094963.9,FMO2,91.14134878,156.435808,64.49054911,1.33263464,0.276059139,4.827352013,1.38E-06,6.94E-05
ENSG00000172175.8,MALT1,382.1098274,484.7954688,340.1973207,0.604286844,0.125182809,4.827235049,1.38E-06,6.94E-05
ENSG00000205959.3,RP11-689P11.2,215.6488195,128.6286194,251.1672685,-0.872357843,0.180791826,-4.825206225,1.40E-06,7.00E-05
ENSG00000183621.10,ZNF438,279.041929,328.0846971,259.0244727,0.430511626,0.089270313,4.822562098,1.42E-06,7.08E-05
ENSG00000267107.2,AC011526.1,109.2769112,182.0661072,79.56703529,1.155107821,0.239588237,4.821220925,1.43E-06,7.12E-05
ENSG00000090060.13,PAPOLA,4219.839945,5173.965149,3830.401086,0.472935044,0.098119876,4.819971876,1.44E-06,7.15E-05
ENSG00000173369.11,C1QB,1340.859638,1957.270341,1089.263433,1.55024533,0.321843843,4.81676242,1.46E-06,7.25E-05
ENSG00000179292.4,TMEM151A,2478.281567,1574.323463,2847.244058,-0.842597094,0.174965478,-4.815790531,1.47E-06,7.28E-05
ENSG00000255823.1,MTRNR2L8,44.84154453,11.94716961,58.26782001,-1.925264115,0.399916607,-4.814163963,1.48E-06,7.32E-05
ENSG00000107779.6,BMPR1A,549.1221648,703.9509247,485.9267527,0.664378716,0.138022007,4.813570883,1.48E-06,7.33E-05
ENSG00000185862.5,EVI2B,177.3612574,274.2719656,137.8058662,1.183870885,0.245962305,4.813220813,1.49E-06,7.33E-05
ENSG00000156273.11,BACH1,410.5914661,532.9261054,360.6589602,0.638507978,0.132676353,4.812522835,1.49E-06,7.34E-05
ENSG00000133863.2,TEX15,71.6843017,106.0129757,57.67259804,1.114162808,0.231564272,4.811462493,1.50E-06,7.37E-05
ENSG00000006747.10,SCIN,190.8363355,315.3859338,139.9997648,1.725317824,0.358706093,4.809836966,1.51E-06,7.42E-05
ENSG00000170178.5,HOXD12,0.430832926,1.43677465,0.020244467,2.376787664,0.494185068,4.80950927,1.51E-06,7.42E-05
ENSG00000010610.5,CD4,390.6025881,538.978286,330.0410788,0.969876784,0.20173114,4.807769306,1.53E-06,7.47E-05
ENSG00000236289.2,AC130710.1,4.76756883,0.743496842,6.410047192,-2.089306855,0.434665583,-4.806699534,1.53E-06,7.50E-05
ENSG00000135269.13,TES,71.59097754,122.8787475,50.65719388,1.190069555,0.24767077,4.805046461,1.55E-06,7.54E-05
ENSG00000150907.6,FOXO1,627.8788716,820.0599947,549.4375969,0.87997124,0.183290778,4.80095753,1.58E-06,7.67E-05
ENSG00000163735.6,CXCL5,51.07188154,74.89990449,41.34615788,1.187174927,0.247270265,4.801122888,1.58E-06,7.67E-05
ENSG00000232859.5,LYRM9,941.9868475,703.1926753,1039.453857,-0.789142408,0.164407447,-4.799918878,1.59E-06,7.69E-05
ENSG00000267121.1,CTD-2020K17.1,209.8142519,151.6282449,233.5636425,-0.651574407,0.135740607,-4.800143597,1.59E-06,7.69E-05
ENSG00000129473.5,BCL2L2,6208.909784,5375.929681,6548.901663,-0.407018525,0.084862343,-4.79622067,1.62E-06,7.82E-05
ENSG00000107611.10,CUBN,136.316047,172.5813403,121.5138864,0.876577973,0.182981424,4.790529839,1.66E-06,8.03E-05
ENSG00000176783.10,RUFY1,1037.553088,1212.202961,966.2674257,0.396072159,0.082701748,4.7891631,1.67E-06,8.05E-05
ENSG00000221869.4,CEBPD,1147.608162,1929.622328,828.4187063,1.223925016,0.255559256,4.789202451,1.67E-06,8.05E-05
ENSG00000173960.8,UBXN2A,478.7516206,555.3159436,447.5008765,0.416120523,0.08693058,4.786814052,1.69E-06,8.14E-05
ENSG00000257122.1,RRN3P3,154.7667195,122.5747875,167.9062836,-0.675380592,0.14112036,-4.785847983,1.70E-06,8.16E-05
ENSG00000152192.5,POU4F1,7.685469711,13.03445478,5.502210499,1.543344075,0.322534356,4.785053272,1.71E-06,8.18E-05
ENSG00000181449.2,SOX2,2816.494528,3675.93362,2465.703062,0.815503259,0.170527946,4.782226487,1.73E-06,8.28E-05
ENSG00000226950.2,DANCR,915.2986757,1140.967397,823.1889936,0.42498861,0.088876586,4.781783711,1.74E-06,8.29E-05
ENSG00000124875.5,CXCL6,2.513614678,6.14539266,1.031256318,2.131573179,0.445804398,4.781409037,1.74E-06,8.29E-05
ENSG00000163421.4,PROK2,8.690821309,16.60522013,5.460454442,1.711019811,0.357878971,4.781001254,1.74E-06,8.29E-05
ENSG00000111666.6,CHPT1,2033.016047,2568.90268,1814.286809,0.583387392,0.122057475,4.779612153,1.76E-06,8.33E-05
ENSG00000027697.8,IFNGR1,1622.364743,2124.638381,1417.355095,0.636071175,0.133121602,4.778121404,1.77E-06,8.38E-05
ENSG00000166927.7,MS4A7,155.7414377,253.4037696,115.8792613,1.366198785,0.28600934,4.776762837,1.78E-06,8.42E-05
ENSG00000051108.10,HERPUD1,2355.245814,3061.958721,2066.791566,0.505478584,0.105834565,4.776119998,1.79E-06,8.44E-05
ENSG00000038427.11,VCAN,1628.791682,2149.629587,1416.204782,0.82353265,0.172447714,4.775549813,1.79E-06,8.45E-05
ENSG00000148341.13,SH3GLB2,7260.379529,5771.287007,7868.172395,-0.504160837,0.105609709,-4.773811432,1.81E-06,8.50E-05
ENSG00000129667.8,RHBDF2,348.5575743,433.777678,313.7738585,1.073361855,0.224901725,4.772581686,1.82E-06,8.54E-05
ENSG00000138794.5,CASP6,128.6051394,166.4998748,113.1379004,0.775810286,0.162595532,4.771412084,1.83E-06,8.58E-05
ENSG00000174945.8,AMZ1,209.0221469,142.8011364,236.0511307,-0.73775953,0.154635201,-4.77096756,1.83E-06,8.58E-05
ENSG00000018408.10,WWTR1,784.6761241,1183.167975,622.0263891,1.018349589,0.213491726,4.769972165,1.84E-06,8.61E-05
ENSG00000149182.10,ARFGAP2,3510.042964,2962.819833,3733.399343,-0.36213334,0.075945801,-4.768312887,1.86E-06,8.67E-05
ENSG00000136869.13,TLR4,566.6759287,795.3434964,473.3422276,0.99902745,0.209554367,4.767390263,1.87E-06,8.69E-05
ENSG00000141873.6,SLC39A3,759.6181431,635.8760342,810.1251264,-0.530327712,0.11127439,-4.765945797,1.88E-06,8.74E-05
ENSG00000103888.11,KIAA1199,783.8284681,1292.421957,576.2392888,1.068279883,0.224246229,4.763869995,1.90E-06,8.82E-05
ENSG00000120370.8,GORAB,255.5276531,288.7636912,241.9619232,0.401328901,0.084270708,4.762377248,1.91E-06,8.82E-05
ENSG00000129514.4,FOXA1,2.471008014,6.146681627,0.97073307,2.171807729,0.455993906,4.762799895,1.91E-06,8.82E-05
ENSG00000142347.12,MYO1F,247.2742977,334.1586725,211.8112875,0.995724795,0.20908828,4.762221937,1.91E-06,8.82E-05
ENSG00000164692.13,COL1A2,701.2688769,1544.231336,357.202567,1.623637978,0.340896042,4.762853707,1.91E-06,8.82E-05
ENSG00000261189.1,RP3-512B11.3,8.188353512,19.52782975,3.559995864,1.818558982,0.381799105,4.763130558,1.91E-06,8.82E-05
ENSG00000112578.5,BYSL,255.6013209,215.6569763,271.9051351,-0.414649198,0.087118804,-4.75958322,1.94E-06,8.90E-05
ENSG00000158467.12,AHCYL2,3051.983777,3997.007117,2666.259965,0.731727015,0.153727384,4.759900262,1.94E-06,8.90E-05
ENSG00000173372.12,C1QA,796.7857877,1228.875262,620.4227369,1.527944413,0.321063025,4.759017062,1.95E-06,8.91E-05
ENSG00000129675.11,ARHGEF6,1299.554194,1568.523011,1189.771004,0.64207518,0.13494841,4.757930679,1.96E-06,8.93E-05
ENSG00000258647.1,LINC00930,40.3599263,69.19721465,28.58960453,1.498141311,0.314851913,4.758241089,1.95E-06,8.93E-05
ENSG00000084073.4,ZMPSTE24,1315.531845,1541.62673,1223.248219,0.38756935,0.081483586,4.756410079,1.97E-06,8.97E-05
ENSG00000091879.9,ANGPT2,263.6727922,433.3725466,194.4075863,1.30148211,0.273610868,4.756690109,1.97E-06,8.97E-05
ENSG00000118640.6,VAMP8,155.1684769,253.5961329,114.9939235,1.212145317,0.254980159,4.753880942,2.00E-06,9.07E-05
ENSG00000183615.5,FAM167B,39.35037761,62.35982735,29.95876548,1.051680545,0.221257972,4.753187123,2.00E-06,9.09E-05
ENSG00000143772.5,ITPKB,6035.444891,7087.972264,5605.841881,0.888600851,0.187085786,4.749697288,2.04E-06,9.23E-05
ENSG00000065243.14,PKN2,1109.929571,1365.481192,1005.622786,0.559082719,0.11772405,4.749095185,2.04E-06,9.24E-05
ENSG00000197050.6,ZNF420,406.7919822,498.0665344,369.537063,0.467180178,0.098377964,4.748829513,2.05E-06,9.24E-05
ENSG00000187837.2,HIST1H1C,284.089384,454.2684864,214.6285259,1.169245844,0.246464913,4.744066128,2.09E-06,9.44E-05
ENSG00000160818.12,GPATCH4,1081.319777,916.1097357,1148.752447,-0.524365518,0.110561812,-4.742736301,2.11E-06,9.49E-05
ENSG00000154124.4,FAM105B,358.9752621,432.8011438,328.8422491,0.501409994,0.105752657,4.741346553,2.12E-06,9.51E-05
ENSG00000180008.8,SOCS4,677.7350481,849.7252437,607.5349683,0.614690295,0.129654828,4.74097498,2.13E-06,9.51E-05
ENSG00000185222.7,WBP5,899.4474407,1223.697925,767.1003044,0.620068879,0.130789226,4.74097826,2.13E-06,9.51E-05
ENSG00000230912.1,RP3-508I15.10,7.297032855,2.378930984,9.304421374,-1.468704825,0.309803595,-4.740761081,2.13E-06,9.51E-05
ENSG00000254539.1,RP4-791M13.3,252.7802161,331.3328594,220.7179128,0.75770812,0.159795875,4.741725145,2.12E-06,9.51E-05
ENSG00000137868.14,STRA6,26.76568844,57.94097851,14.04108025,1.675813704,0.353535449,4.740157488,2.14E-06,9.52E-05
ENSG00000203685.5,C1orf95,3008.118632,2068.537836,3391.620997,-0.935440202,0.197449158,-4.737625681,2.16E-06,9.63E-05
ENSG00000241527.1,CA15P1,3.246246158,0.693875158,4.28803024,-1.950165001,0.411879059,-4.734800078,2.19E-06,9.74E-05
ENSG00000168876.4,ANKRD49,406.3698438,500.2137956,368.06619,0.480583022,0.101533913,4.733226647,2.21E-06,9.79E-05
ENSG00000256955.1,RP11-417L19.2,39.07070923,68.81199143,26.93141038,1.420327911,0.30008309,4.733115457,2.21E-06,9.79E-05
ENSG00000260630.2,SNAI3-AS1,498.9995532,380.1996605,547.4893052,-0.692120287,0.146262883,-4.732029557,2.22E-06,9.83E-05
ENSG00000248559.1,RP11-215P8.3,17.88345133,11.24980934,20.59106031,-1.024550642,0.216689439,-4.728198318,2.27E-06,0.000100036
ENSG00000236069.1,RP5-1011O1.3,1.89645842,5.601265741,0.384292167,2.309596684,0.48855877,4.727367155,2.27E-06,0.000100131
ENSG00000239776.2,AC079949.1,483.4993265,108.0950025,636.7255811,-1.752612879,0.370725943,-4.727516138,2.27E-06,0.000100131
ENSG00000171885.9,AQP4,20362.80666,27513.90858,17443.98955,1.094428976,0.231561019,4.726309216,2.29E-06,0.000100497
ENSG00000165025.10,SYK,171.0898434,267.3430801,131.802808,1.263709587,0.267571425,4.722886936,2.33E-06,0.000101884
ENSG00000241769.2,LINC00893,48.75628369,28.89731827,56.86198386,-0.890046585,0.188453922,-4.722887038,2.33E-06,0.000101884
ENSG00000188290.6,HES4,308.129958,223.863538,342.5244151,-0.876310179,0.185561079,-4.722489127,2.33E-06,0.000101925
ENSG00000161270.15,NPHS1,28.94685134,17.10233884,33.78134625,-0.997698796,0.21137325,-4.720080695,2.36E-06,0.000102979
